InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
544838,22915,ASSORTED BOTTLE TOP  MAGNETS ,12,2011-02-24 10:34:00,0.42,12565,Saudi Arabia
544838,22363,GLASS JAR MARMALADE ,6,2011-02-24 10:34:00,2.95,12565,Saudi Arabia
544838,22362,GLASS JAR PEACOCK BATH SALTS,6,2011-02-24 10:34:00,2.95,12565,Saudi Arabia
544838,22361,GLASS JAR DAISY FRESH COTTON WOOL,6,2011-02-24 10:34:00,2.95,12565,Saudi Arabia
544838,22553,PLASTERS IN TIN SKULLS,12,2011-02-24 10:34:00,1.65,12565,Saudi Arabia
544838,22555,PLASTERS IN TIN STRONGMAN,12,2011-02-24 10:34:00,1.65,12565,Saudi Arabia
544838,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-02-24 10:34:00,1.65,12565,Saudi Arabia
544838,20781,GOLD EAR MUFF HEADPHONES,2,2011-02-24 10:34:00,5.49,12565,Saudi Arabia
544838,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-02-24 10:34:00,1.45,12565,Saudi Arabia
C545507,22361,GLASS JAR DAISY FRESH COTTON WOOL,-5,2011-03-03 11:43:00,2.95,12565,Saudi Arabia
